,x
0,0.306092802136179
1,0.7790490892723028
2,-0.4687501155589266
3,0.32057327843562705
4,0.42482997262909644
5,-1.156065047985532
6,-1.4503897388565343
7,-0.05939058323365466
8,-0.3518410895803893
9,0.9918525395693312
10,-1.170135033544125
11,-0.7019157046923337
12,1.7401323018621004
13,1.786973438329237
14,-1.6949869210939559
15,-0.544635559911552
16,-1.3699180661455175
17,-0.3179491251508659
18,-0.5584178566033691
19,0.2109341566787632
20,-1.3806443284205248
21,1.4588459027301133
22,1.4678483694420497
23,-0.5278568433037316
24,0.23391819684330142
25,1.4610309059401376
26,0.7239351094410795
27,-0.471849178830776
28,-1.0215001235221766
29,-0.6726910336949463
30,-2.1258168978886354
31,1.1970837022018144
32,0.9772925187673357
33,0.48535827414320215
34,0.8142428129271944
35,0.6252964667482511
36,0.16459300082521225
37,1.881652918455375
38,1.0495807661503063
39,0.5968586102053441
40,0.028807963971998127
41,-0.8955496875712661
42,1.5153364402339013
43,-2.392139260648115
44,-0.5440896696029445
45,-0.6326306179705213
46,1.0461975165605462
47,-0.6363155998826248
48,0.916717614347791
49,0.9844345652360945
50,0.4956245461256789
51,1.1037157963829343
52,0.29137120752777007
53,2.40674090110433
54,1.7381590167440522
55,-0.9007800611754404
56,-0.15968105677863725
57,-1.01113543658945
58,0.1543896251063108
59,-0.5412537025210179
60,-0.34583588443410046
61,0.4799659965460707
62,0.525303688585735
63,0.5001040741561585
64,-1.700628100735238
65,0.7622892367296654
66,0.039666009825441544
67,-0.24437892374739012
68,-0.7852227824893734
69,0.0025320870293708496
70,0.7360303219947437
71,-0.45921921152945605
72,0.8438792151195381
73,-0.964682016465755
74,0.666594935200444
75,1.864533185879403
76,-0.4411881918949311
77,-1.088400719723606
78,-1.6220481485825367
79,1.9052494553473691
80,-1.073298351347472
81,-0.41574312608982744
82,-1.112205541685044
83,-0.3412065028846055
84,-0.3689717594100074
85,0.2354407972982785
86,-0.4091814219755379
87,-1.6187102427394937
88,-1.489101904600719
89,-1.584043142322866
90,0.9144739529045851
91,0.12541722342983094
92,0.7753559124320946
93,-0.06316041576412999
94,1.372960085384857
95,-1.2299771115424025
96,-1.014060753774125
97,0.7252424730717053
98,0.23602345622497664
99,-1.650920108125285
100,-1.65035444020195
101,0.29697713842007234
102,-0.7465542756280795
103,0.19196678243995702
104,1.8274738494255565
105,-1.4263965392394666
106,-0.9810331750562884
107,-0.5304765070033547
108,0.6336988717017807
109,0.1671152676102255
110,1.3340592640149864
111,0.021755726317792972
112,-1.0282553771401073
113,-0.8091655407751224
114,0.6119264401878893
115,0.7082406340370998
116,0.9390798693301027
117,1.7784190776908713
118,1.0562616193641678
119,-0.8717057621048941
120,-0.284452290449344
121,-0.9233169471961392
122,3.1013260756143883
123,-0.36797348749825504
124,-0.07575109538335553
125,0.32633022771844233
126,-0.1650789626381633
127,-0.8999408041392947
128,-0.3344281774667777
129,0.42625242792635337
130,-0.2592591523140151
131,2.1570239878310864
132,-0.7144136348000794
133,-1.4189066225402411
134,0.5664909939829016
135,-2.1153677370900983
136,-0.048749711460813
137,-0.6228831735217715
138,0.1454900050073805
139,1.6544699867390928
140,1.3030570744321706
141,-0.14578844184419706
142,-0.4432751572590753
143,-1.5417932377998786
144,-0.01987655449800839
145,0.02137163528452149
146,-1.295322783168243
147,-1.3018395118091188
148,0.4792006697135586
149,0.3377777830246288
150,0.5915770140342387
151,-0.8409270493453483
152,-0.9996557229983397
153,-0.6365597529363882
154,1.7788625315425974
155,0.8511460929141134
156,-0.09792420568748034
157,0.2584682336848711
158,0.7719053251400185
159,0.9217389261297939
160,0.9134441791816119
161,-1.0346842619018712
162,-1.1250299663523942
163,0.13935902998065428
164,1.4063027126265826
165,0.1382564127728032
166,-0.5115708268823507
167,-0.9277034330219726
168,-1.287562317689555
169,0.9041019846158638
170,-2.485717091652165
171,-1.278299255109113
172,1.7351571792482197
173,-0.2093454262681003
174,-0.2862198414853913
175,1.4618205792579537
176,-0.46613726134664796
177,-0.09563351564575583
178,-0.9068808810431924
179,1.357805697490518
180,-0.5907378693140622
181,-1.6996740166340487
182,-2.071027167502199
183,-1.0371725443689939
184,-1.376413345042408
185,-1.5939836833806877
186,0.7602859065794808
187,0.9910425659337804
188,-0.9924897052833365
189,1.7894437747408536
190,0.98208517497983
191,0.31205866490934947
192,-0.9398068875751259
193,1.6586081737126053
194,0.5639044416648432
195,-0.08274113032282636
196,-0.6906857930072798
197,-0.18510935737835452
198,0.568319159027615
199,-0.1818669032727391
200,2.2203742775388284
201,-1.0565933428146852
202,-0.19452330519446767
203,-0.15198914496427343
204,0.1837674028007802
205,-0.7525809588136655
206,0.9380633597321366
207,-0.5832217837774507
208,-0.8591937948976553
209,-0.6921332955826603
210,-0.25916072385754857
211,-0.14330288897852647
212,0.8172468487558959
213,0.3420324950977947
214,1.144474197728121
215,-0.16693612173137398
216,0.4589912066803827
217,-1.2552881325391412
218,-0.3758415213501639
219,-1.399867422487453
220,-0.8357157349275455
221,0.7646969395968545
222,1.096114664326163
223,0.7428149752109368
224,0.40119327669180394
225,-0.22214657260966716
226,1.1092456452264476
227,1.215303200675406
228,-1.0392156033850102
229,0.0852918263683512
230,-0.8238484803722417
231,-0.8321842510884178
232,-1.1359064913840562
233,-0.19229279684156822
234,0.42486243725983863
235,-1.3938952844117363
236,0.42758512961844447
237,0.4692470410876668
238,-0.133518645726068
239,2.524453614855085
240,-0.42279787644263606
241,-0.48581628605873767
242,0.2974262379131988
243,0.11509821619065767
244,-0.3191964068306905
245,1.4449507894663813
246,-0.3928732803807919
247,-2.5910926770474787
248,-0.4903119350215359
249,-0.8040699327142754
250,-1.8238658061008388
251,0.13564560514523766
252,-0.22354646461198685
253,-0.556417517721546
254,1.7611123079692494
255,-1.7274414676297665
256,0.39700257625657626
257,-1.1545222179816756
258,-1.6811665651214602
259,-0.25489875633987863
260,0.7952340107792535
261,-0.19969712975247428
262,0.5121546783614789
263,0.495461619202871
264,0.7488053897930308
265,0.6161758939628257
266,0.22746755063626542
267,-1.5195237701986894
268,-0.505811266042853
269,0.2889614338019696
270,0.041443404466457834
271,-1.6899575184577011
272,-0.36958191489377595
273,-0.5803036014627679
274,-2.153960791695402
275,-0.9889968083269987
276,0.34963321402713965
277,-1.2145804130265045
278,-0.5564686127097773
279,-0.4520463065069692
280,-0.38864253962500855
281,1.243857435087429
282,-1.9128790058921914
283,0.5450453318648718
284,-1.0153337476186572
285,0.22792321923919612
286,-1.5223211110453898
287,-0.5202482708078318
288,0.2004797825065971
289,0.18764816003716103
290,0.6366214807844557
291,0.06874324351955113
292,-1.766892963271168
293,1.4502865868268338
294,-0.3098993728609166
295,1.5117249178787002
296,-1.115152508844224
297,1.274009247910417
298,-0.16073317538179513
299,-0.20027198955051953
300,0.24515284703579485
301,-0.07790591936971397
302,0.33360445793063553
303,0.6821068191266059
304,1.395024456534786
305,-0.5710182305341043
306,0.7138392068428454
307,0.5771767428834463
308,-0.8232204889918846
309,-0.5002732405042466
310,-0.3260934415026989
311,0.5753571656664505
312,-0.2163070313717036
313,0.6804516812314312
314,-0.8516365473976956
315,-0.3238929342239798
316,-0.3383985789489763
317,1.0696673941227264
318,0.17643315370967955
319,0.027337654833835136
320,1.2009105423779296
321,-0.25317139569888414
322,0.2725958353332892
323,1.1159219717330389
324,0.51796174007434
325,0.028819101339216575
326,-0.6058906493890835
327,-0.21382622757898914
328,0.9198658002036988
329,-1.3252991310599198
330,0.031728627961604014
331,0.9897152258099161
332,-0.4718814971091832
333,-0.41123845279441024
334,-0.15288893079448365
335,1.342541273421192
336,0.3141759860385783
337,0.7243099904830507
338,-0.33498237167841927
339,-0.08815312141393652
340,0.8446127863706886
341,-0.07671094093825097
342,0.6691959443108868
343,1.6049555875348045
344,-0.6953206589212318
345,-1.4770786478938527
346,1.0380140495286816
347,0.2562049302171054
348,-0.5463900845271356
349,-1.0506565223001942
350,1.0436689460734327
351,1.102344928260228
352,0.3050964378992679
353,-0.3415816586270894
354,0.550353504932994
355,0.8823004273553856
356,2.214255300647699
357,-1.407783555023746
358,0.6169552559171286
359,-1.229680474564371
360,-0.5447857267784139
361,0.3595121051955791
362,-0.8052262383820968
363,-0.6289301807808445
364,0.7145465539267387
365,-1.756826368184987
366,-0.8897859939332408
367,-1.3325333819891378
368,-0.9301336254912157
369,1.4419523912475136
370,-0.3279864650267854
371,-0.4768493582362123
372,-0.05649230370865437
373,0.5947408451727372
374,-0.7086645658549415
375,-0.12155946805951232
376,-0.9430868949929341
377,-0.5918526875441577
378,0.453021537047657
379,0.5275642398769269
380,-0.6837543013334658
381,1.5154173737218137
382,-0.13770306424975992
383,0.4773388775016456
384,2.093035620631684
385,-0.43849329869771136
386,1.028469382165026
387,-0.6510688740848318
388,-1.645593241530282
389,0.3198947518774326
390,-0.8051341308633583
391,0.3978459012912095
392,1.160704255561768
393,1.5121945845915725
394,0.6014239495412714
395,-0.3927684516809347
396,0.7468729047323633
397,0.5817500110019302
398,0.5421775989794544
399,1.2691685943222415
400,1.8029724178446886
401,-0.4406099192537158
402,0.7190255335180942
403,0.3219616383896113
404,-1.4039421141172816
405,-0.6339139510050892
406,-1.2705963963310793
407,1.322517913335217
408,0.36709771785041423
409,0.6250561407594434
410,-1.1555444722231167
411,-0.01765827897630404
412,-1.8679798388016695
413,-0.29688982910008777
414,1.3011405493090735
415,1.8853503104725915
416,-0.09377904066147581
417,0.6838701776464162
418,1.8094698907768272
419,-0.0022630642797399343
420,1.5124085990215248
421,0.8543768591864429
422,-0.6809275621656328
423,0.2692173205855762
424,-0.7486219100985076
425,0.7741616275652893
426,-0.46453062856406296
427,0.6399164773173308
428,-0.7302287389665741
429,-0.5646782068423288
430,-0.7712191921102075
431,0.07169060163804035
432,0.3147844687004477
433,-0.7112163949967368
434,1.0473080262183934
435,-0.6731094583065013
436,-0.8789389767740883
437,-0.35669269575517154
438,1.0408604520267788
439,-0.06877165883779177
440,0.15570172711239386
441,-0.07519725439272891
442,0.5172570244272391
443,2.1917744925323133
444,-0.2599236612106591
445,0.30725678142896107
446,-0.522307923873044
447,0.7425498145565422
448,0.04504245456537206
449,0.37095749173172293
450,-0.12516253966396385
451,0.4002614993825917
452,0.7000033063923058
453,1.918630829099719
454,-0.45304402924679443
455,-1.16210723501928
456,0.7266612895972345
457,0.2934809719711907
458,-1.4009434117463642
459,0.938517945075791
460,1.927166801131752
461,-0.0464449974306865
462,-1.0586011678319722
463,-1.2338644331158866
464,-0.012201155674648996
465,-0.026338462347923933
466,0.8560253719362115
467,-0.058287061044206105
468,-0.5917483281377871
469,0.04072840001293489
470,0.9974535830113416
471,0.016991621506325116
472,-0.6660447265314859
473,-1.2287419192297082
474,-0.38933196757190763
475,2.063236854191588
476,-0.20449872621402732
477,0.3394455804532969
478,-0.3887385225051437
479,0.8747529586985133
480,0.40031073932714345
481,-1.008768737583603
482,-1.422174863592632
483,-1.375198161513572
484,-0.33506415548329854
485,0.47104605847186937
486,0.5545016505412816
487,-1.8800574385439923
